address,orientation,bearing,nearest_road,road_distance_m
10 HARDEN AVENUE,Unknown,,Morotai Crescent,0.0
89 WARRANE ROAD,Unknown,,,0.01
"UNIT 11, 22 NEEWORRA ROAD",Unknown,,,0.01
"UNIT 102, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
8A LUCKNOW STREET,Unknown,,Warners Avenue,0.01
"UNIT 103, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 101, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 301, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 401, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 306, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 205, 16 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 115, 1015 PACIFIC HIGHWAY",Unknown,,,0.03
"LEVEL 1, 165 EASTERN VALLEY WAY",Unknown,,,0.0
23A ARCHBOLD ROAD,Unknown,,,0.03
12A HUDSON AVENUE,Unknown,,Warners Avenue,0.01
9A HUDSON AVENUE,Unknown,,Warners Avenue,0.01
66A PACIFIC HIGHWAY,Unknown,,,0.03
18 MELNOTTE AVENUE,Unknown,,,0.03
10 WARRANE ROAD,Unknown,,,0.0
12 WARRANE ROAD,Unknown,,,0.0
4 WARRANE ROAD,Unknown,,,0.0
50 TUNKS STREET,Unknown,,Sailors Bay Track,0.0
52 TUNKS STREET,Unknown,,Sailors Bay Track,0.0
41 THE RAMPART,Unknown,,The Rampart,0.0
48 THE RAMPART,Unknown,,,0.0
30 THE RAMPART,Unknown,,The Rampart,0.0
32 THE RAMPART,Unknown,,The Rampart,0.0
36 THE RAMPART,Unknown,,The Rampart,0.0
38 THE RAMPART,Unknown,,Griffin Federation Track,0.0
4 THE RAMPART,Unknown,,The Rampart,0.0
40 THE RAMPART,Unknown,,The Rampart,0.0
42 THE RAMPART,Unknown,,The Rampart,0.0
44 THE RAMPART,Unknown,,The Rampart,0.0
46 THE RAMPART,Unknown,,The Rampart,0.0
20 CHARLES STREET,Unknown,,Charles Street,0.0
91 EASTERN VALLEY WAY,Unknown,,,0.0
97 EASTERN VALLEY WAY,Unknown,,,0.0
99 EASTERN VALLEY WAY,Unknown,,,0.0
"UNIT 33, 60 STRATHALLEN AVENUE",Unknown,,Morotai Crescent,0.01
"APARTMENT 402B, 34 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"APARTMENT 409B, 34 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 206, 11 VICTORIA STREET",Unknown,,,0.03
"APARTMENT 303A, 34 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 209, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 301, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 305, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 201, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 107, 5 VICTORIA STREET",Unknown,,,0.03
34A NAROOMA ROAD,Unknown,,,0.0
"UNIT 109, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 5, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 203, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 1, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 301, 5 VICTORIA STREET",Unknown,,,0.03
"UNIT 209, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 402, 1 VICTORIA STREET",Unknown,,,0.03
"UNIT 202, 3 VICTORIA STREET",Unknown,,,0.03
"UNIT 3, 7 VICTORIA STREET",Unknown,,,0.03
173 EASTERN VALLEY WAY,Unknown,,,0.0
11 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
110 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
32 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
35 SUGARLOAF CRESCENT,Unknown,,Sugarloaf Crescent,0.0
12 THE POSTERN,Unknown,,,0.0
14 THE POSTERN,Unknown,,,0.0
"UNIT 1, 3 THE POSTERN",Unknown,,,0.0
"UNIT 3, 3 THE POSTERN",Unknown,,,0.0
3 THE POSTERN,Unknown,,,0.0
6 THE POSTERN,Unknown,,,0.0
165 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
166 DEEPWATER ROAD,Unknown,,,0.01
167 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
168 DEEPWATER ROAD,Unknown,,,0.01
169 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
199 DEEPWATER ROAD,Unknown,,,0.01
20A DEEPWATER ROAD,Unknown,,,0.02
3 DEEPWATER ROAD,Unknown,,,0.02
30 DEEPWATER ROAD,Unknown,,,0.01
32 DEEPWATER ROAD,Unknown,,,0.01
34 DEEPWATER ROAD,Unknown,,,0.01
45 DEEPWATER ROAD,Unknown,,,0.01
54A DEEPWATER ROAD,Unknown,,,0.01
8 THE POSTERN,Unknown,,,0.0
9 THE POSTERN,Unknown,,The Postern,0.0
11 HOLLY STREET,Unknown,,,0.02
12 HOLLY STREET,Unknown,,,0.02
14 HOLLY STREET,Unknown,,,0.02
15A HOLLY STREET,Unknown,,,0.02
9A HOLLY STREET,Unknown,,,0.02
"UNIT 16, 16 TRAFALGAR AVENUE",Unknown,,,0.04
4 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
5 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
6 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
54 CAMMARAY ROAD,Unknown,,,0.01
6 CAMMARAY ROAD,Unknown,,,0.01
7 CAMMARAY ROAD,Unknown,,,0.01
8 CAMMARAY ROAD,Unknown,,,0.01
14 CAMMARAY ROAD,Unknown,,,0.01
17 CAMMARAY ROAD,Unknown,,,0.01
19 CAMMARAY ROAD,Unknown,,,0.01
2 CAMMARAY ROAD,Unknown,,,0.01
21 CAMMARAY ROAD,Unknown,,,0.01
40 CAMMARAY ROAD,Unknown,,,0.01
69 DEEPWATER ROAD,Unknown,,,0.01
75 DEEPWATER ROAD,Unknown,,,0.01
77 DEEPWATER ROAD,Unknown,,,0.01
78 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
79 DEEPWATER ROAD,Unknown,,,0.01
35 DEEPWATER ROAD,Unknown,,,0.02
39 DEEPWATER ROAD,Unknown,,,0.02
41 DEEPWATER ROAD,Unknown,,,0.02
42 DEEPWATER ROAD,Unknown,,,0.01
56 DEEPWATER ROAD,Unknown,,,0.01
57 DEEPWATER ROAD,Unknown,,,0.01
58 DEEPWATER ROAD,Unknown,,,0.01
59 DEEPWATER ROAD,Unknown,,,0.01
61 DEEPWATER ROAD,Unknown,,,0.01
63 DEEPWATER ROAD,Unknown,,,0.01
81 DEEPWATER ROAD,Unknown,,,0.01
94 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
"UNIT 2, 132 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 1, 104 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 13, 16 TRAFALGAR AVENUE",Unknown,,,0.04
1 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
13 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
19 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
2 AMAROO AVENUE,Unknown,,Harold Reid Foreshore Track,0.01
80 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
22 THE RAMPART,Unknown,,The Rampart,0.0
25 THE RAMPART,Unknown,,,0.0
27 THE RAMPART,Unknown,,,0.0
29 THE RAMPART,Unknown,,,0.0
97 DEEPWATER ROAD,Unknown,,,0.01
98 DEEPWATER ROAD,Unknown,,Harold Reid Foreshore Track,0.01
99 DEEPWATER ROAD,Unknown,,,0.01
331 EASTERN VALLEY WAY,Unknown,,,0.02
335 EASTERN VALLEY WAY,Unknown,,,0.02
351 EASTERN VALLEY WAY,Unknown,,,0.02
359 EASTERN VALLEY WAY,Unknown,,,0.02
58 MACQUARIE STREET,Unknown,,,0.02
60 MACQUARIE STREET,Unknown,,,0.02
71 MACQUARIE STREET,Unknown,,,0.02
72 MACQUARIE STREET,Unknown,,,0.02
73 MACQUARIE STREET,Unknown,,,0.02
75 MACQUARIE STREET,Unknown,,,0.02
79 MACQUARIE STREET,Unknown,,,0.02
5 GERALD AVENUE,Unknown,,,0.03
6 GERALD AVENUE,Unknown,,,0.03
8 GERALD AVENUE,Unknown,,,0.03
1 ALISON STREET,Unknown,,,0.04
12 ALISON STREET,Unknown,,,0.04
3 TRAFALGAR AVENUE,Unknown,,,0.03
30 TRAFALGAR AVENUE,Unknown,,,0.04
32 TRAFALGAR AVENUE,Unknown,,,0.04
34 TRAFALGAR AVENUE,Unknown,,,0.04
38 TRAFALGAR AVENUE,Unknown,,,0.04
4 TRAFALGAR AVENUE,Unknown,,,0.04
94 PACIFIC HIGHWAY,Unknown,,,0.03
952 PACIFIC HIGHWAY,Unknown,,,0.03
958A PACIFIC HIGHWAY,Unknown,,,0.03
27 WARRANE ROAD,Unknown,,,0.02
29 WARRANE ROAD,Unknown,,,0.02
3 WARRANE ROAD,Unknown,,,0.02
31 WARRANE ROAD,Unknown,,,0.02
33 WARRANE ROAD,Unknown,,,0.02
9 VICTORIA STREET,Unknown,,,0.03
23 VICTORIA STREET,Unknown,,,0.03
25 VICTORIA STREET,Unknown,,,0.03
27 VICTORIA STREET,Unknown,,,0.03
29 VICTORIA STREET,Unknown,,,0.03
3 VICTORIA STREET,Unknown,,,0.03
33 VICTORIA STREET,Unknown,,,0.03
38 VICTORIA STREET,Unknown,,,0.03
23 THE KINGSWAY,Unknown,,,0.03
25 THE KINGSWAY,Unknown,,,0.03
5 THE KINGSWAY,Unknown,,,0.02
14 WARRANE ROAD,Unknown,,,0.02
22 WARRANE ROAD,Unknown,,,0.02
23 WARRANE ROAD,Unknown,,,0.02
24 WARRANE ROAD,Unknown,,,0.02
134A EASTERN VALLEY WAY,Unknown,,,0.0
"UNIT 205, 120 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 204, 120 PENSHURST STREET",Unknown,,Warners Avenue,0.01
2A PARK AVENUE,Unknown,,,0.03
20 PARK AVENUE,Unknown,,,0.03
28 PARK AVENUE,Unknown,,,0.03
50 VICTORIA STREET,Unknown,,,0.03
51 VICTORIA STREET,Unknown,,,0.03
4 PARK AVENUE,Unknown,,,0.03
40 PARK AVENUE,Unknown,,,0.03
42 PARK AVENUE,Unknown,,,0.03
44 PARK AVENUE,Unknown,,,0.03
46 PARK AVENUE,Unknown,,,0.03
6 PARK AVENUE,Unknown,,,0.03
14 WILLIAM STREET,Unknown,,,0.02
15 WILLIAM STREET,Unknown,,,0.02
17 WILLIAM STREET,Unknown,,,0.02
19 WILLIAM STREET,Unknown,,,0.02
2 WILLIAM STREET,Unknown,,,0.02
449 PENSHURST STREET,Unknown,,,0.02
451 PENSHURST STREET,Unknown,,,0.02
453 PENSHURST STREET,Unknown,,,0.02
455 PENSHURST STREET,Unknown,,,0.02
458 PENSHURST STREET,Unknown,,,0.02
459 PENSHURST STREET,Unknown,,,0.02
34 WILLIAM STREET,Unknown,,,0.02
38 WILLIAM STREET,Unknown,,,0.03
41 WILLIAM STREET,Unknown,,,0.03
"UNIT 104, 120 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 207, 120 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 106, 120 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 7, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 201, 7 VICTORIA STREET",Unknown,,,0.03
"UNIT 1, 170 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 20, 174 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 20, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 20, 55 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 21, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 23, 55 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 24, 184 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 24, 55 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 27, 184 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 28, 184 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 2, 170 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 30, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 32, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 34, 180 PACIFIC HIGHWAY",Unknown,,,0.04
12 TELAK CLOSE,Unknown,,,0.01
14 TELAK CLOSE,Unknown,,,0.01
41 ASHLEY STREET,Unknown,,,0.02
41A ASHLEY STREET,Unknown,,,0.02
2B VICTORIA AVENUE,Unknown,,,0.01
44 ALEXANDER AVENUE,Unknown,,,0.01
226 SYDNEY STREET,Unknown,,,0.01
4A CAMBRIDGE STREET,Unknown,,,0.01
19-21 BABBAGE ROAD,Unknown,,,0.02
76 BABBAGE ROAD,Unknown,,,0.02
303 EASTERN VALLEY WAY,Unknown,,,0.01
305 EASTERN VALLEY WAY,Unknown,,,0.01
317 EASTERN VALLEY WAY,Unknown,,,0.01
319 EASTERN VALLEY WAY,Unknown,,,0.01
323 EASTERN VALLEY WAY,Unknown,,,0.01
10 GLENROY AVENUE,Unknown,,,0.01
11 GLENROY AVENUE,Unknown,,,0.01
13A GLENROY AVENUE,Unknown,,,0.01
28 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
3 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
4A BLIGH STREET,Unknown,,Sailors Bay Track,0.0
4 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
5 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
6 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
7 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
8 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
9 BLIGH STREET,Unknown,,Sailors Bay Track,0.0
3 LAGUNA ROAD,Unknown,,,0.01
10 NAROOMA ROAD,Unknown,,,0.0
15 NAROOMA ROAD,Unknown,,,0.0
16 NAROOMA ROAD,Unknown,,,0.0
53 STRATHALLEN AVENUE,Unknown,,Sailors Bay Track,0.01
"UNIT 30, 60 STRATHALLEN AVENUE",Unknown,,Morotai Crescent,0.01
17 GLENROY AVENUE,Unknown,,,0.01
14 REMBRANDT DRIVE,Unknown,,Harold Reid Foreshore Track,0.0
9 BYORA CRESCENT,Unknown,,,0.01
19 GLENROY AVENUE,Unknown,,,0.01
4 GLENROY AVENUE,Unknown,,,0.0
9 GLENROY AVENUE,Unknown,,,0.01
221 EASTERN VALLEY WAY,Unknown,,,0.0
225 EASTERN VALLEY WAY,Unknown,,,0.0
243 EASTERN VALLEY WAY,Unknown,,,0.0
245 EASTERN VALLEY WAY,Unknown,,,0.0
98 WILLIAM STREET,Unknown,,,0.03
10 ALLAN STREET,Unknown,,,0.02
11 ALLAN STREET,Unknown,,,0.02
34 BROMBOROUGH ROAD,Unknown,,,0.04
35 BROMBOROUGH ROAD,Unknown,,,0.04
37 BROMBOROUGH ROAD,Unknown,,,0.04
38 BROMBOROUGH ROAD,Unknown,,,0.04
39 BROMBOROUGH ROAD,Unknown,,,0.04
40 BROMBOROUGH ROAD,Unknown,,,0.04
32 PARK AVENUE,Unknown,,,0.03
33 PARK AVENUE,Unknown,,,0.03
63 PARK AVENUE,Unknown,,,0.02
65 PARK AVENUE,Unknown,,,0.02
67 PARK AVENUE,Unknown,,,0.02
69 PARK AVENUE,Unknown,,,0.02
429 PENSHURST STREET,Unknown,,,0.02
431 PENSHURST STREET,Unknown,,,0.02
437 PENSHURST STREET,Unknown,,,0.02
439 PENSHURST STREET,Unknown,,,0.02
441 PENSHURST STREET,Unknown,,,0.02
443 PENSHURST STREET,Unknown,,,0.02
3 MELNOTTE AVENUE,Unknown,,,0.03
5 MELNOTTE AVENUE,Unknown,,,0.03
6 MELNOTTE AVENUE,Unknown,,,0.03
7 MELNOTTE AVENUE,Unknown,,,0.03
8 MELNOTTE AVENUE,Unknown,,,0.03
462 PENSHURST STREET,Unknown,,,0.02
464 PENSHURST STREET,Unknown,,,0.02
52 WILLIAM STREET,Unknown,,,0.03
53 WILLIAM STREET,Unknown,,,0.03
55 WILLIAM STREET,Unknown,,,0.03
58 WILLIAM STREET,Unknown,,,0.03
120 BOUNDARY STREET,Unknown,,,0.02
121 BOUNDARY STREET,Unknown,,,0.02
122 BOUNDARY STREET,Unknown,,,0.02
123 BOUNDARY STREET,Unknown,,,0.02
126 BOUNDARY STREET,Unknown,,,0.02
127 BOUNDARY STREET,Unknown,,,0.02
129 BOUNDARY STREET,Unknown,,,0.02
132 BOUNDARY STREET,Unknown,,,0.02
133 BOUNDARY STREET,Unknown,,,0.02
10 ECHO STREET,Unknown,,,0.03
2 ECHO STREET,Unknown,,,0.02
15 MARGARET STREET,Unknown,,,0.02
25 MARGARET STREET,Unknown,,,0.02
27 MARGARET STREET,Unknown,,,0.02
29 MARGARET STREET,Unknown,,,0.02
1A RAWHITI STREET,Unknown,,,0.04
3 RAWHITI STREET,Unknown,,,0.04
96 WILLIAM STREET,Unknown,,,0.03
9 SCOTT CRESCENT,Unknown,,,0.02
"UNIT 5, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 6, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 7, 180 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 9, 180 PACIFIC HIGHWAY",Unknown,,,0.04
180 PACIFIC HIGHWAY,Unknown,,,0.04
10 GRIFFITH AVENUE,Unknown,,,0.02
11 GRIFFITH AVENUE,Unknown,,,0.02
14 GRIFFITH AVENUE,Unknown,,,0.02
18 GRIFFITH AVENUE,Unknown,,,0.02
18 BOUNDARY STREET,Unknown,,,0.03
39 WARRANE ROAD,Unknown,,,0.02
47 WARRANE ROAD,Unknown,,,0.02
9 WARRANE ROAD,Unknown,,,0.02
37 BOUNDARY STREET,Unknown,,,0.03
38 BOUNDARY STREET,Unknown,,,0.03
39 BOUNDARY STREET,Unknown,,,0.03
42 BOUNDARY STREET,Unknown,,,0.03
44 BOUNDARY STREET,Unknown,,,0.03
18 PACIFIC HIGHWAY,Unknown,,,0.03
149 BOUNDARY STREET,Unknown,,,0.02
151 BOUNDARY STREET,Unknown,,,0.02
16 BOUNDARY STREET,Unknown,,,0.03
8 ALISON STREET,Unknown,,,0.04
9 ALISON STREET,Unknown,,,0.04
11 AMARNA PARADE,Unknown,,,0.03
15 AMARNA PARADE,Unknown,,,0.03
19 AMARNA PARADE,Unknown,,,0.03
33 DUNTROON AVENUE,Unknown,,,0.02
34 DUNTROON AVENUE,Unknown,,,0.02
35 DUNTROON AVENUE,Unknown,,,0.02
36 DUNTROON AVENUE,Unknown,,,0.02
38 DUNTROON AVENUE,Unknown,,,0.02
40 DUNTROON AVENUE,Unknown,,,0.02
41 DUNTROON AVENUE,Unknown,,,0.02
47 DUNTROON AVENUE,Unknown,,,0.02
49 DUNTROON AVENUE,Unknown,,,0.02
15 KING EDWARD STREET,Unknown,,,0.02
2A KING EDWARD STREET,Unknown,,,0.02
5 KING EDWARD STREET,Unknown,,,0.02
9 KING EDWARD STREET,Unknown,,,0.02
161A PACIFIC HIGHWAY,Unknown,,,0.04
"UNIT 4, 18 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 5, 18 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 6, 18 PACIFIC HIGHWAY",Unknown,,,0.03
41 ARCHBOLD ROAD,Unknown,,,0.03
45A ARCHBOLD ROAD,Unknown,,,0.03
45 ARCHBOLD ROAD,Unknown,,,0.03
5 ARCHBOLD ROAD,Unknown,,,0.02
51 ARCHBOLD ROAD,Unknown,,,0.03
53 ARCHBOLD ROAD,Unknown,,,0.03
55 ARCHBOLD ROAD,Unknown,,,0.03
59 ARCHBOLD ROAD,Unknown,,,0.03
63 ARCHBOLD ROAD,Unknown,,,0.03
1 DUNTROON AVENUE,Unknown,,,0.03
10 DUNTROON AVENUE,Unknown,,,0.03
11 DUNTROON AVENUE,Unknown,,,0.02
12 DUNTROON AVENUE,Unknown,,,0.02
14 DUNTROON AVENUE,Unknown,,,0.02
15 DUNTROON AVENUE,Unknown,,,0.02
18 DUNTROON AVENUE,Unknown,,,0.02
23 PARADISE AVENUE,Unknown,,,0.03
24 PARADISE AVENUE,Unknown,,,0.03
26 PARADISE AVENUE,Unknown,,,0.03
3 PARADISE AVENUE,Unknown,,,0.03
53 VICTORIA STREET,Unknown,,,0.03
55 VICTORIA STREET,Unknown,,,0.03
57 VICTORIA STREET,Unknown,,,0.03
49 PARK AVENUE,Unknown,,,0.02
5 PARK AVENUE,Unknown,,,0.03
50 PARK AVENUE,Unknown,,,0.02
51 PARK AVENUE,Unknown,,,0.02
52 PARK AVENUE,Unknown,,,0.02
54 PARK AVENUE,Unknown,,,0.02
56 PARK AVENUE,Unknown,,,0.02
57 PARK AVENUE,Unknown,,,0.02
67 DUNTROON AVENUE,Unknown,,,0.02
68 DUNTROON AVENUE,Unknown,,,0.02
69 DUNTROON AVENUE,Unknown,,,0.02
7 DUNTROON AVENUE,Unknown,,,0.02
8 DUNTROON AVENUE,Unknown,,,0.03
9 DUNTROON AVENUE,Unknown,,,0.02
2 LUXOR PARADE,Unknown,,,0.03
"UNIT 8, 55 PACIFIC HIGHWAY",Unknown,,,0.03
"UNIT 9, 55 PACIFIC HIGHWAY",Unknown,,,0.03
62 PACIFIC HIGHWAY,Unknown,,,0.03
64 PACIFIC HIGHWAY,Unknown,,,0.03
66 PACIFIC HIGHWAY,Unknown,,,0.03
4 LUXOR PARADE,Unknown,,,0.03
6 LUXOR PARADE,Unknown,,,0.03
8 LUXOR PARADE,Unknown,,,0.03
962 PACIFIC HIGHWAY,Unknown,,,0.03
98 PACIFIC HIGHWAY,Unknown,,,0.04
1 VICTORIA STREET,Unknown,,,0.03
"UNIT 1, 10 VICTORIA STREET",Unknown,,,0.03
"UNIT 4, 10 VICTORIA STREET",Unknown,,,0.03
"UNIT 5, 10 VICTORIA STREET",Unknown,,,0.03
2 PARADISE AVENUE,Unknown,,,0.03
58 PARK AVENUE,Unknown,,,0.02
8 GREGORY STREET,Unknown,,,0.03
1 HAIG STREET,Unknown,,,0.03
15 ORMONDE ROAD,Unknown,,,0.02
21 ORMONDE ROAD,Unknown,,,0.03
24A ORMONDE ROAD,Unknown,,,0.03
24 ORMONDE ROAD,Unknown,,,0.03
28 ORMONDE ROAD,Unknown,,,0.03
32 ORMONDE ROAD,Unknown,,,0.03
5 ORMONDE ROAD,Unknown,,,0.02
7 ORMONDE ROAD,Unknown,,,0.02
9 ORMONDE ROAD,Unknown,,,0.02
46 DUNTROON AVENUE,Unknown,,,0.02
105 BOUNDARY STREET,Unknown,,,0.02
108 BOUNDARY STREET,Unknown,,,0.02
109 BOUNDARY STREET,Unknown,,,0.02
11 BOUNDARY STREET,Unknown,,,0.03
111 BOUNDARY STREET,Unknown,,,0.02
113 BOUNDARY STREET,Unknown,,,0.02
114 BOUNDARY STREET,Unknown,,,0.02
115 BOUNDARY STREET,Unknown,,,0.02
34 BOUNDARY STREET,Unknown,,,0.03
35 BOUNDARY STREET,Unknown,,,0.03
47 BOUNDARY STREET,Unknown,,,0.03
48 BOUNDARY STREET,Unknown,,,0.03
49 BOUNDARY STREET,Unknown,,,0.03
69 BOUNDARY STREET,Unknown,,,0.03
74 BOUNDARY STREET,Unknown,,,0.02
7 WILLIAM STREET,Unknown,,,0.02
70 WILLIAM STREET,Unknown,,,0.03
76 WILLIAM STREET,Unknown,,,0.03
78 WILLIAM STREET,Unknown,,,0.03
82 WILLIAM STREET,Unknown,,,0.03
37 PENSHURST STREET,Unknown,,Warners Avenue,0.01
4 PENSHURST STREET,Unknown,,Warners Avenue,0.01
"UNIT 2, 48 PENSHURST STREET",Unknown,,Warners Avenue,0.01
"UNIT 3, 48 PENSHURST STREET",Unknown,,Warners Avenue,0.01
5 PENSHURST STREET,Unknown,,Warners Avenue,0.01
79 PENSHURST STREET,Unknown,,Warners Avenue,0.01
126A PENSHURST STREET,Unknown,,Warners Avenue,0.01
126 PENSHURST STREET,Unknown,,Warners Avenue,0.01
128A PENSHURST STREET,Unknown,,Warners Avenue,0.01
11 CEVU AVENUE,Unknown,,Warners Avenue,0.0
2 CEVU AVENUE,Unknown,,Warners Avenue,0.0
3 CEVU AVENUE,Unknown,,Warners Avenue,0.0
4 CEVU AVENUE,Unknown,,Warners Avenue,0.0
5 CEVU AVENUE,Unknown,,Warners Avenue,0.0
7 CEVU AVENUE,Unknown,,Warners Avenue,0.0
9 CEVU AVENUE,Unknown,,Warners Avenue,0.0
13A WALTER STREET,Unknown,,Morotai Crescent,0.01
13 WALTER STREET,Unknown,,Morotai Crescent,0.01
15 WALTER STREET,Unknown,,Morotai Crescent,0.01
16 WALTER STREET,Unknown,,Morotai Crescent,0.01
17 WALTER STREET,Unknown,,Morotai Crescent,0.01
18A WALTER STREET,Unknown,,Morotai Crescent,0.01
21 WALTER STREET,Unknown,,Morotai Crescent,0.01
22 WALTER STREET,Unknown,,Morotai Crescent,0.01
29A WALTER STREET,Unknown,,Morotai Crescent,0.01
29 WALTER STREET,Unknown,,Morotai Crescent,0.01
3 WALTER STREET,Unknown,,Morotai Crescent,0.01
31 WALTER STREET,Unknown,,Morotai Crescent,0.01
28 PENSHURST STREET,Unknown,,Warners Avenue,0.01
24 EDINBURGH ROAD,Unknown,,Warners Avenue,0.0
60 EDINBURGH ROAD,Unknown,,Warners Avenue,0.0
13 SALISBURY ROAD,Unknown,,Morotai Crescent,0.01
14 SALISBURY ROAD,Unknown,,Morotai Crescent,0.01
17 SALISBURY ROAD,Unknown,,Morotai Crescent,0.01
5 WALTER STREET,Unknown,,Morotai Crescent,0.01
8 STEPHEN STREET,Unknown,,Warners Avenue,0.02
10 WALTER STREET,Unknown,,Morotai Crescent,0.01
8 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
9 FRENCHS ROAD,Unknown,,Morotai Crescent,0.01
13 ARTARMON ROAD,Unknown,,Morotai Crescent,0.01
17 ARTARMON ROAD,Unknown,,Morotai Crescent,0.01
"UNIT 1, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 109, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
"UNIT 11, 2 ARTARMON ROAD",Unknown,,Morotai Crescent,0.01
1 PENSHURST STREET,Unknown,,Warners Avenue,0.01
10 PENSHURST STREET,Unknown,,Warners Avenue,0.01
100 PENSHURST STREET,Unknown,,Warners Avenue,0.01
12 WALTER STREET,Unknown,,Morotai Crescent,0.01
11 SALISBURY ROAD,Unknown,,Morotai Crescent,0.01
93A BOUNDARY STREET,Unknown,,,0.02
4B THE HIGH TOR,Unknown,,The Tor Walk,0.0
155 EASTERN VALLEY WAY,Unknown,,Sugarloaf Crescent,0.0
"UNIT 2, 7 WEETALIBAH ROAD",Unknown,,,0.01
"UNIT 2, 190 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 4, 190 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 5, 190 PACIFIC HIGHWAY",Unknown,,,0.04
"UNIT 6, 190 PACIFIC HIGHWAY",Unknown,,,0.04
190 PACIFIC HIGHWAY,Unknown,,,0.04
12 SPEARMAN STREET,Unknown,,,0.03
16 SPEARMAN STREET,Unknown,,,0.03
